RouteStart,RouteEnd,llm_generated
BARUERI (ALPHAVILLE),SAO PAULO (METRO ARMENIA),como eu vou do barueri (alphaville) para sao paulo?
BARUERI (ALPHAVILLE),SAO PAULO (METRO ARMENIA),como eu vou do barueri (alphaville) ate sao paulo?
BARUERI (ALPHAVILLE),SAO PAULO (METRO ARMENIA),como eu chego do barueri (alphaville) em sao paulo?
OSASCO (TERMINAL SANTA MARIA),BARUERI (ALPHAVILLE 3 / BRADESCO),como eu vou do terminal santa maria para o barueri?
OSASCO (TERMINAL SANTA MARIA),BARUERI (ALPHAVILLE 3 / BRADESCO),como eu faco pra ir do terminal santa maria pra barueri?
OSASCO (TERMINAL SANTA MARIA),BARUERI (ALPHAVILLE 3 / BRADESCO),como eu faco para ir do terminal santa maria ate o novoada?
SANTA ISABEL (JARDIM ELDORADO),SAO PAULO (METRO ARMENIA),como eu faco pra ir do jardim eldorado em santa isabel pra sao paulo?
SANTA ISABEL (JARDIM ELDORADO),SAO PAULO (METRO ARMENIA),como eu chego do jardim eldorado em santa isabel para o metro armenia?
SANTA ISABEL (JARDIM ELDORADO),SAO PAULO (METRO ARMENIA),to em santa isabel (jardim eldorado) e quero saber como ir para sao paulo.
BARUERI (SHOPPING TAMBORE),COTIA (JARDIM ROSEMARY),como eu chego do barueri (shopping tambore) para o cotia (jardim rosemary)?
BARUERI (SHOPPING TAMBORE),COTIA (JARDIM ROSEMARY),como eu faco pra ir do barueri (shopping tambore) para o cotia (jardim rosemary)?
BARUERI (SHOPPING TAMBORE),COTIA (JARDIM ROSEMARY),como eu chego do barueri (shopping tambore) para o cotia (jardim rosemary)?
MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA),SAO PAULO (METRO PARADA INGLESA),como eu vou do terminal rodoviario maisarapora para a estacao de metro da princesa isabela?
MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA),SAO PAULO (METRO PARADA INGLESA),como eu vou do terminal rodoviario siguemi aiacyda para o metro da parada inglaterra?
MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA),SAO PAULO (METRO PARADA INGLESA),como eu faco pra ir do terminal rodoviario significo mairipora pro metro da praca inglaterra?
OSASCO (RECANTO DAS ROSAS),SAO PAULO (METRO VILA SONIA),como eu vou do osasco (recanto das rosas) para o metro vila sonia?
OSASCO (RECANTO DAS ROSAS),SAO PAULO (METRO VILA SONIA),como eu vou do osasco (recanto das rosas) para o metro vila sonia?
OSASCO (RECANTO DAS ROSAS),SAO PAULO (METRO VILA SONIA),to em osasco e quero saber como ir de la para sao paulo.
PIRAPORA DO BOM JESUS (JARDIM BOM JESUS),BARUERI (CENTRO),como eu vou do pirapora do bom jesus para o barueri?
PIRAPORA DO BOM JESUS (JARDIM BOM JESUS),BARUERI (CENTRO),to aqui em pirapora do bom jesus e quero saber como chegar no barreu.
PIRAPORA DO BOM JESUS (JARDIM BOM JESUS),BARUERI (CENTRO),como eu faco pra ir do pirapora do bom jesus para o barueri?
PIRAPORA DO BOM JESUS (PARQUE PAIOL),BARUERI (CENTRO),to no pirapora do bom jesus e quero saber como ir para o barreu.
PIRAPORA DO BOM JESUS (PARQUE PAIOL),BARUERI (CENTRO),como eu chego do pirapora do bom jesus ao barueri?
PIRAPORA DO BOM JESUS (PARQUE PAIOL),BARUERI (CENTRO),to no pirapora do bom jesus e quero saber como ir para o barreu.
POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL),GUARULHOS (CENTRO),to no terminal rodoviario pedro fava e quero saber como ir para guarulhos.
POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL),GUARULHOS (CENTRO),como eu faco pra ir do terminal rodoviario pedro fava para guarulhos?
POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL),GUARULHOS (CENTRO),como eu chego do terminal rodoviario pedro fava para guarulhos?
SANTANA DE PARNAIBA (TERMINAL RODOVIARIO DA FAZENDINHA),SAO PAULO (METRO PARAISO),como eu chego do terminal rodoviario da fazendinha para o metro paraiso?
SANTANA DE PARNAIBA (TERMINAL RODOVIARIO DA FAZENDINHA),SAO PAULO (METRO PARAISO),como eu vou do terminal rodoviario da fazendinha para o metro paraiso?
SANTANA DE PARNAIBA (TERMINAL RODOVIARIO DA FAZENDINHA),SAO PAULO (METRO PARAISO),como eu vou do terminal rodoviario da fazendinha para o metro paraiso?
JANDIRA (JARDIM NOSSA SENHORA DE FATIMA),SANTANA DE PARNAIBA (TERMINAL RODOVIARIO ALPHAVILLE),como eu chego do jardim nossa senhora de fatima ate o santana de parnaiba?
JANDIRA (JARDIM NOSSA SENHORA DE FATIMA),SANTANA DE PARNAIBA (TERMINAL RODOVIARIO ALPHAVILLE),como eu vou de jandira para santana de paranaiba?
JANDIRA (JARDIM NOSSA SENHORA DE FATIMA),SANTANA DE PARNAIBA (TERMINAL RODOVIARIO ALPHAVILLE),como eu vou de jandira para santana de parnaiba?
ITAPECERICA DA SERRA (PARQUE PARAISO),TABOAO DA SERRA (CENTRO),como eu vou do itapecerica da serra ate o taboa da serra?
ITAPECERICA DA SERRA (PARQUE PARAISO),TABOAO DA SERRA (CENTRO),como eu vou do itapecerica da serra ate o taboao da serra?
ITAPECERICA DA SERRA (PARQUE PARAISO),TABOAO DA SERRA (CENTRO),como eu faco pra ir do itapecerica da serra (parque paraiso) ate o taboao da serra (centro)?
CARAPICUIBA (JARDIM PLANALTO),BARUERI (ALPHAVILLE),to em carapicuiba e quero saber como ir para o novo bairro do barreu.
CARAPICUIBA (JARDIM PLANALTO),BARUERI (ALPHAVILLE),to em carapicuiba e quero saber como ir para o barreu.
CARAPICUIBA (JARDIM PLANALTO),BARUERI (ALPHAVILLE),to em carapicuiba e quero saber como ir para o barreu.
ITAPEVI (COHAB),SANTANA DE PARNAIBA (COLINAS DA ANHANGUERA),como eu faco para ir do itapevi ate a santana de paranaiba?
ITAPEVI (COHAB),SANTANA DE PARNAIBA (COLINAS DA ANHANGUERA),como eu vou do itapevi para santana de paranaiba?
ITAPEVI (COHAB),SANTANA DE PARNAIBA (COLINAS DA ANHANGUERA),como eu vou do itapevi para o santana de paranaiba?
TABOAO DA SERRA (JARDIM SAINT MORITZ),SAO PAULO (METRO CAMPO LIMPO),como eu vou do taboao da serra para o metro campo limpo?
TABOAO DA SERRA (JARDIM SAINT MORITZ),SAO PAULO (METRO CAMPO LIMPO),como eu vou do taboao da serra para o metro campo limpo?
TABOAO DA SERRA (JARDIM SAINT MORITZ),SAO PAULO (METRO CAMPO LIMPO),como eu vou do taboao da serra para o metro campo limpo?
SAO PAULO (METRO VILA SONIA),BARUERI (ALPHAVILLE/GREEN VALLEY),como eu faco para ir do metro vila sonia para o alphaville/green valley?
SAO PAULO (METRO VILA SONIA),BARUERI (ALPHAVILLE/GREEN VALLEY),como eu vou do metro vila sonia para o alphaville/green valley?
SAO PAULO (METRO VILA SONIA),BARUERI (ALPHAVILLE/GREEN VALLEY),como eu vou do metro vila sonia para o alphaville/green valley?
SUZANO (JARDIM BOA VISTA),ITAQUAQUECETUBA ( ESTACAO CPTM ARACARE),como eu vou de suzano para itaquaquecetuba?
SUZANO (JARDIM BOA VISTA),ITAQUAQUECETUBA ( ESTACAO CPTM ARACARE),como eu faco pra ir de suzano (jardim boa vista) pra itaquaquecetuba ( estacao cptm aracare)?
SUZANO (JARDIM BOA VISTA),ITAQUAQUECETUBA ( ESTACAO CPTM ARACARE),to na suzano (jardim boa vista) e quero saber como ir para itaquaquecetuba (estacao cptm aracare).
SAO PAULO (METRO MORUMBI),BARUERI (ALPHAVILLE / GREEN VALLEY),como eu faco para ir do metro morumbinho para o barueri?
SAO PAULO (METRO MORUMBI),BARUERI (ALPHAVILLE / GREEN VALLEY),como eu chego do sao paulo para o barueri?
SAO PAULO (METRO MORUMBI),BARUERI (ALPHAVILLE / GREEN VALLEY),como eu vou do sao paulo para o barueri?
SAO PAULO (METRO MORUMBI),BARUERI (ALPHAVILLE / GREEN VALLEY),como eu chego do sao paulo (metro morumbi) ao barueri?
SAO PAULO (METRO MORUMBI),BARUERI (ALPHAVILLE / GREEN VALLEY),como eu chego do saopaulo ao bareri?
SAO PAULO (METRO MORUMBI),BARUERI (ALPHAVILLE / GREEN VALLEY),como eu vou do sao paulo para o barueri?
OSASCO (TERMINAL METROPOLITANO LUIZ BORTOLOSSO - KM 21),SAO PAULO (METRO BUTANTA),como eu vou do terminal metropolitano luiz bortolo (km 21) para sao paulo?
OSASCO (TERMINAL METROPOLITANO LUIZ BORTOLOSSO - KM 21),SAO PAULO (METRO BUTANTA),como eu vou do terminal metropolitano luiz bortolo (km 21) para sao paulo?
OSASCO (TERMINAL METROPOLITANO LUIZ BORTOLOSSO - KM 21),SAO PAULO (METRO BUTANTA),como eu faco pra ir do terminal metropolitano luiz bortolso (km 21) para sao paulo?
EMBU DAS ARTES (JARDIM VALO VERDE),SAO PAULO (METRO VILA SONIA),to em embu das artes e quero saber como ir do jardim valo verde ate sao paulo.
EMBU DAS ARTES (JARDIM VALO VERDE),SAO PAULO (METRO VILA SONIA),como eu vou do embu das artes para o metro vila sonia?
EMBU DAS ARTES (JARDIM VALO VERDE),SAO PAULO (METRO VILA SONIA),como eu vou do embu das artes (jardim valo verde) para o metro vila sonia?
COTIA (MIRANTE DA MATA),SAO PAULO (METRO MORUMBI),to em cotia (mirante da mata) e quero saber como ir para o metro morumbi.
COTIA (MIRANTE DA MATA),SAO PAULO (METRO MORUMBI),to em cotia (mirante da mata) e quero saber como ir pra sao paulo.
COTIA (MIRANTE DA MATA),SAO PAULO (METRO MORUMBI),to em cotia (mirante da mata) e quero saber como ir para o metro morumbi.
POA (JARDIM NOVA POA),SUZANO (ESTACAO CPTM SUZANO),como eu vou do jardim nova poa para suzano?
POA (JARDIM NOVA POA),SUZANO (ESTACAO CPTM SUZANO),como eu vou do jardim nova poa para suzano?
POA (JARDIM NOVA POA),SUZANO (ESTACAO CPTM SUZANO),como eu chego do jardim nova poa para suzano?
TABOAO DA SERRA (CONDOMINIO JOAO CANDIDO),SAO PAULO (METRO CAMPO LIMPO),como eu vou do taboao da serra para o metro campo limpo?
TABOAO DA SERRA (CONDOMINIO JOAO CANDIDO),SAO PAULO (METRO CAMPO LIMPO),como eu vou do taboao da serra para o metro campo limpo?
TABOAO DA SERRA (CONDOMINIO JOAO CANDIDO),SAO PAULO (METRO CAMPO LIMPO),como eu vou do taboao da serra ate o metro campo limpo?
OSASCO (TERMINAL METROPOLITANO LUIZ BORTOLOSSO - KM 21),SAO PAULO (LAPA),como eu vou do terminal metropolitano luiz bortolo (km 21) para sao paulo (lapa)?
OSASCO (TERMINAL METROPOLITANO LUIZ BORTOLOSSO - KM 21),SAO PAULO (LAPA),como eu vou do terminal metropolitano luiz bortolosso (km 21) para sao paulo (lapa)?
OSASCO (TERMINAL METROPOLITANO LUIZ BORTOLOSSO - KM 21),SAO PAULO (LAPA),como eu vou do terminal metro luz bortolosso (km 21) para sao paulo?
OSASCO (TERMINAL METROPOLITANO  LUIZ BORTOLOSSO - KM 21),SAO PAULO (LAPA),como eu faco pra ir do terminal metropolitano luiz bortolosso (km 21) para sao paulo (lapa)?
OSASCO (TERMINAL METROPOLITANO  LUIZ BORTOLOSSO - KM 21),SAO PAULO (LAPA),como eu vou do terminal metropolitano luiz bortolosso (km 21) para sao paulo (lapa)?
OSASCO (TERMINAL METROPOLITANO  LUIZ BORTOLOSSO - KM 21),SAO PAULO (LAPA),como eu vou do terminal metropolitano luiz bortolosso (km 21) para sao paulo (lapa)?
FRANCISCO MORATO (CENTRO),SANTANA DE PARNAIBA (TERMINAL RODOVIARIO DA FAZENDINHA),to perto do francisco morato e quero saber como pegar no santana de paranaiba.
FRANCISCO MORATO (CENTRO),SANTANA DE PARNAIBA (TERMINAL RODOVIARIO DA FAZENDINHA),como eu faco pra ir do francisco morato ate a santana de paranaiba?
FRANCISCO MORATO (CENTRO),SANTANA DE PARNAIBA (TERMINAL RODOVIARIO DA FAZENDINHA),to perto do francisco morato e preciso saber como ir para a santana de paraniba.
DIADEMA (TABOAO),SAO PAULO (JABAQUARA),"to em diadema e quero saber como ir para sao paulo, jabaquara."
DIADEMA (TABOAO),SAO PAULO (JABAQUARA),"como eu vou do diadema para o saao paulo, especificamente para jabaquara?"
DIADEMA (TABOAO),SAO PAULO (JABAQUARA),"como eu chego de diadema para sao paulo, jabaquara?"
SAO VICENTE (JOQUEI CLUB),SANTOS (CENTRO),como eu faco pra ir de sao vicente para santos?
SAO VICENTE (JOQUEI CLUB),SANTOS (CENTRO),como eu faco pra ir do sao vicente para os santos?
SAO VICENTE (JOQUEI CLUB),SANTOS (CENTRO),como eu chego do sao vicente para o santos?
SAO VICENTE (VILA MARGARIDA),SANTOS (CENTRO),como eu faco pra ir do sao vicente a santos?
SAO VICENTE (VILA MARGARIDA),SANTOS (CENTRO),como eu chego do sao vicente na vila margarida e depois no santos?
SAO VICENTE (VILA MARGARIDA),SANTOS (CENTRO),to em sao vicente e quero saber como ir para santos.
SAO VICENTE (ESPLANADA DOS BARREIROS),SANTOS (CENTRO),como eu chego do sao vicente ate a avenida dos bandeirantes?
SAO VICENTE (ESPLANADA DOS BARREIROS),SANTOS (CENTRO),como eu chego do sao vicente para os santos?
SAO VICENTE (ESPLANADA DOS BARREIROS),SANTOS (CENTRO),como eu saio da esplanada dos barreiros e vou para os santos?
SAO VICENTE (CONJUNTO TANCREDO NEVES),SANTOS (CENTRO),como eu chego do conjunto tancredo neves ate aos santos?
SAO VICENTE (CONJUNTO TANCREDO NEVES),SANTOS (CENTRO),como eu chego do conjunto tancredo neves ate aos santos?
SAO VICENTE (CONJUNTO TANCREDO NEVES),SANTOS (CENTRO),como eu vou do conjunto tancredo neves para os santos?
SAO VICENTE (JAPUI),SANTOS (PRACA DOS ANDRADAS),como eu saio de sao vicente e chego na santos pratica das madracas?
SAO VICENTE (JAPUI),SANTOS (PRACA DOS ANDRADAS),como eu vou de sao vicente para santos na pratica dos andradas?
SAO VICENTE (JAPUI),SANTOS (PRACA DOS ANDRADAS),como eu vou de sao vicente para santos?
PRAIA GRANDE (TERMINAL RODOVIARIO E URBANO TUDE BASTOS),SANTOS (CENTRO),como eu chego dos terminais rodoviarios e urbanos de praia grande para santos?
PRAIA GRANDE (TERMINAL RODOVIARIO E URBANO TUDE BASTOS),SANTOS (CENTRO),como eu faco pra ir do terminal rodoviario e urbano de praia grande ate santos?
PRAIA GRANDE (TERMINAL RODOVIARIO E URBANO TUDE BASTOS),SANTOS (CENTRO),como eu vou do terminal rodoviario e urbano de praia grande para santos?
PERUIBE (TERMINAL RODOVIARIO DE PERUIBE),SAO VICENTE (TERMINAL BARREIROS),como eu chego do peruibe ao sao vicente?
PERUIBE (TERMINAL RODOVIARIO DE PERUIBE),SAO VICENTE (TERMINAL BARREIROS),como eu vou do peruibe para o sao vicente?
PERUIBE (TERMINAL RODOVIARIO DE PERUIBE),SAO VICENTE (TERMINAL BARREIROS),como eu faco para ir do perube para o sao vicente?
CUBATAO (FABRIL),SANTOS (PONTA DA PRAIA),to em cubatao e quero saber como ir para santos.
CUBATAO (FABRIL),SANTOS (PONTA DA PRAIA),to em cubatao e quero ir para santos.
CUBATAO (FABRIL),SANTOS (PONTA DA PRAIA),to em cubatao e quero ir pra santos.
SAO VICENTE (CONJUNTO TANCREDO NEVES),SANTOS (CENTRO),to em sao vicente e quero saber como ir para santos.
SAO VICENTE (CONJUNTO TANCREDO NEVES),SANTOS (CENTRO),como eu vou do conjunto tancredo neves ate os santos?
SAO VICENTE (CONJUNTO TANCREDO NEVES),SANTOS (CENTRO),como eu chego do conjunto tancredo neves ate os santos?
SAO VICENTE (PARQUE BITARU),SANTOS (PONTA DA PRAIA),como eu chego do sao vicente ao santos?
SAO VICENTE (PARQUE BITARU),SANTOS (PONTA DA PRAIA),como eu chego do parque bitaru para a ponta da praia?
SAO VICENTE (PARQUE BITARU),SANTOS (PONTA DA PRAIA),como eu chego do sao vicente ao santos?
GUARUJA (FERRY BOAT),CUBATAO (JARDIM CASQUEIRO),como eu faco o ferry boat do guaruja pra cubatao?
GUARUJA (FERRY BOAT),CUBATAO (JARDIM CASQUEIRO),como eu faco o ferry boat guaruja para cubatao?
GUARUJA (FERRY BOAT),CUBATAO (JARDIM CASQUEIRO),como eu vou do ferryboat guaruja para o jardim casmere?
PERUIBE (TERMINAL RODOVIARIO DE PERUIBE),SANTOS (TERMINAL RODOVIARIO DE SANTOS),como eu faco para ir do terminal rodoviario de perube para o terminal rodoviario de santos?
PERUIBE (TERMINAL RODOVIARIO DE PERUIBE),SANTOS (TERMINAL RODOVIARIO DE SANTOS),como eu chego do terminal rodoviario de perupibe ate o terminal rodoviario de santos?
PERUIBE (TERMINAL RODOVIARIO DE PERUIBE),SANTOS (TERMINAL RODOVIARIO DE SANTOS),como eu chego do terminal rodoviario de perube para o terminal rodoviario de santos?
PRAIA GRANDE (TERMINAL RODOVIARIO E URBANO TATICO FRANCISCO GOMES DA SILVA),CUBATAO (USIMINAS),como eu faco pra ir do praia grande ate cubatao?
PRAIA GRANDE (TERMINAL RODOVIARIO E URBANO TATICO FRANCISCO GOMES DA SILVA),CUBATAO (USIMINAS),como eu chego do terminal rodoviario e urbano tatico francisco gomes da silva ate cubatao?
PRAIA GRANDE (TERMINAL RODOVIARIO E URBANO TATICO FRANCISCO GOMES DA SILVA),CUBATAO (USIMINAS),como eu vou do terminal rodoviario e urbano tatico francisco gomes da silva para cubatao?
PRAIA GRANDE (TERMINAL RODOVIARIO E URBANO TATICO FRANCISCO GOMES DA SILVA),CUBATAO (USIMINAS),como eu chego do terminal rodoviario e urbano tatonico francisco gomes da silva em cubatao?
PRAIA GRANDE (TERMINAL RODOVIARIO E URBANO TATICO FRANCISCO GOMES DA SILVA),CUBATAO (USIMINAS),como eu chego do terminal rodoviario e urbano tatonico francisco gomes da silva em cubatao?
PRAIA GRANDE (TERMINAL RODOVIARIO E URBANO TATICO FRANCISCO GOMES DA SILVA),CUBATAO (USIMINAS),como eu chego do terminal rodoviario e urbano tatico francisco gomes da silva ate cubatao?
PRAIA GRANDE (TERM. ROD. E URBANO TATICO FRANCISCO GOMES DA SILVA),CUBATAO (USIMINAS),como eu chego de praia grande para cubatao?
PRAIA GRANDE (TERM. ROD. E URBANO TATICO FRANCISCO GOMES DA SILVA),CUBATAO (USIMINAS),como eu chego de praia grande ate cubatao?
PRAIA GRANDE (TERM. ROD. E URBANO TATICO FRANCISCO GOMES DA SILVA),CUBATAO (USIMINAS),como eu faco pra ir de praia grande para cubatao?
PRAIA GRANDE (TERMINAL RODOVIARIO E URBANO TATICO FRANCISCO GOMES DA SILVA),CUBATAO (CENTRO),como eu faco pra ir do terminal rodoviario e urbano tatonico francisco gomes da silva ate cubatao?
PRAIA GRANDE (TERMINAL RODOVIARIO E URBANO TATICO FRANCISCO GOMES DA SILVA),CUBATAO (CENTRO),to no terminal rodoviario e urbano tatico francisco gomes da silva e quero saber como chegar em cubatao.
PRAIA GRANDE (TERMINAL RODOVIARIO E URBANO TATICO FRANCISCO GOMES DA SILVA),CUBATAO (CENTRO),como eu chego do terminal rodoviario e urbano tatico francisco gomes da silva em cuateiro?
PRAIA GRANDE (TERM.ROD. E URBANO TATICO FRANCISCO GOMES DA SILVA),CUBATAO (USIMINAS),como eu chego de praia grande para cubatao?
PRAIA GRANDE (TERM.ROD. E URBANO TATICO FRANCISCO GOMES DA SILVA),CUBATAO (USIMINAS),como eu vou da praia grande para cubatao?
PRAIA GRANDE (TERM.ROD. E URBANO TATICO FRANCISCO GOMES DA SILVA),CUBATAO (USIMINAS),como eu chego de praia grande para cubatao?
SAO VICENTE (PARQUE DAS BANDEIRAS GLEBA II),CUBATAO (USIMINAS),como eu chego do parque das bandeiras gleba ii em cubatao?
SAO VICENTE (PARQUE DAS BANDEIRAS GLEBA II),CUBATAO (USIMINAS),como eu vou do parque das bandeiras gleba ii para cubatao?
SAO VICENTE (PARQUE DAS BANDEIRAS GLEBA II),CUBATAO (USIMINAS),como eu vou do parque das bandeiras gleba ii para cubatao?
SAO VICENTE (HUMAITA),CUBATAO (USIMINAS),como eu vou de sao vicente para cubatao?
SAO VICENTE (HUMAITA),CUBATAO (USIMINAS),como eu vou de sao vicente para cubatao?
SAO VICENTE (HUMAITA),CUBATAO (USIMINAS),como eu vou de sao vicente para cubatao?
SAO VICENTE (NAUTICA III),SANTOS (CANAL 4),como eu faco pra ir do sao vicente (nautica iii) para santos?
SAO VICENTE (NAUTICA III),SANTOS (CANAL 4),como eu chego do sao vicente (nautica iii) para o santos (canal 4)?
SAO VICENTE (NAUTICA III),SANTOS (CANAL 4),como eu faco para ir do sao vicente (nautica iii) para o santos (canal 4)?
CUBATAO (USIMINAS),SANTOS (PONTA DA PRAIA),como eu chego de cubatao (usiminas) a santos (ponta da praia)?
CUBATAO (USIMINAS),SANTOS (PONTA DA PRAIA),to em cubatao (usiminas) e queria saber como ir para santos (ponta da praia).
CUBATAO (USIMINAS),SANTOS (PONTA DA PRAIA),como eu faco pra ir do cubatao (usiminas) para os santos (ponta da praia)?
CUBATAO (JARDIM  CARAGUATA),SANTOS (PONTA DA PRAIA),to em cubatao (jardim  caraguata) e quero saber como ir para santos.
CUBATAO (JARDIM  CARAGUATA),SANTOS (PONTA DA PRAIA),to em cubatao (jardim  caraguata) e quero ir para santos (ponta da praia).
CUBATAO (JARDIM  CARAGUATA),SANTOS (PONTA DA PRAIA),como eu chego de cubatao (jardim caraguata) a santos?
CUBATAO (JARDIM NOVA REPUBLICA),SANTOS (PONTA DA PRAIA),como eu vou do jardim nova republica para santos?
CUBATAO (JARDIM NOVA REPUBLICA),SANTOS (PONTA DA PRAIA),como eu faco para ir do jardim nova republica para santos?
CUBATAO (JARDIM NOVA REPUBLICA),SANTOS (PONTA DA PRAIA),como eu chego do jardim nova republica em cubatao para santos?
ITANHAEM (TERMINAL RODOVIARIO DE ITANHAEM),SANTOS (TERMINAL RODOVIARIO DE SANTOS),como eu faco pra ir do itanhaem para o terminal rodoviario de santos?
ITANHAEM (TERMINAL RODOVIARIO DE ITANHAEM),SANTOS (TERMINAL RODOVIARIO DE SANTOS),como eu faco para ir do itanhaem ate o terminal rodoviario de santos?
ITANHAEM (TERMINAL RODOVIARIO DE ITANHAEM),SANTOS (TERMINAL RODOVIARIO DE SANTOS),como eu vou do itanhaem para o terminal rodoviario de santos?
SAO VICENTE (NAUTICA III),SANTOS (CENTRO),como eu vou do sao vicente (nautica iii) para santos?
SAO VICENTE (NAUTICA III),SANTOS (CENTRO),como eu faco pra ir do sao vicente da nautica iii para santos?
SAO VICENTE (NAUTICA III),SANTOS (CENTRO),como eu chego de sao vicente (nautica iii) para santos?
PRAIA GRANDE (JARDIM SAMAMBAIA),SANTOS (PONTA DA PRAIA),to na praia grande e quero saber como ir para santos.
PRAIA GRANDE (JARDIM SAMAMBAIA),SANTOS (PONTA DA PRAIA),como eu faco pra ir do praia grande ate os santos?
PRAIA GRANDE (JARDIM SAMAMBAIA),SANTOS (PONTA DA PRAIA),como eu vou do praia grande para santos?
SAO VICENTE (HUMAITA),PRAIA GRANDE (TERMINAL RODOVIARIO E URBANO TUDE BASTOS),como eu chego da sao vicente ate a praia grande no terminal rodoviario e urbano de tupia?
SAO VICENTE (HUMAITA),PRAIA GRANDE (TERMINAL RODOVIARIO E URBANO TUDE BASTOS),como eu vou da sao vicente ate a praia grande?
